id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
122,2010,Kolkata,2010-04-19,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,runs,0,Rajasthan Royals,13,0,S Dhawan,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
123,2010,Delhi,2010-04-27,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,field,wickets,0,Kings XI Punjab,0,2,F du Plessis,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
124,2010,Indore,2010-05-12,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,runs,0,Mumbai Indians,31,0,MJ McClenaghan,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
125,2010,Mohali,2010-05-15,Delhi Daredevils,Deccan Chargers,Delhi Daredevils,bat,runs,0,Delhi Daredevils,1,0,SV Samson,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
126,2010,Indore,2010-05-18,Chennai Super Kings,Deccan Chargers,Deccan Chargers,bat,runs,0,Chennai Super Kings,61,0,M Vijay,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
127,2010,Pune,2010-04-11,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,wickets,0,Kings XI Punjab,0,2,Q de Kock,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
128,2010,Pune,2010-04-19,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,wickets,0,Rajasthan Royals,0,3,A Kumble,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
129,2010,Delhi,2010-04-19,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,wickets,0,Mumbai Indians,0,9,DA Warner,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
130,2010,Pune,2010-05-20,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,wickets,1,Mumbai Indians,0,7,DW Steyn,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
131,2010,Hyderabad,2010-04-27,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,wickets,0,Kings XI Punjab,0,7,I Sharma,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
132,2010,Pune,2010-05-24,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,runs,0,Mumbai Indians,55,0,DW Steyn,"Eden Gardens, Kolkata",Umpire A,Umpire B
133,2010,Visakhapatnam,2010-04-10,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,runs,0,Kings XI Punjab,52,0,A Mishra,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
134,2010,Hyderabad,2010-04-29,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,wickets,0,Delhi Daredevils,0,6,B Kumar,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
135,2010,Hyderabad,2010-05-17,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,1,Delhi Daredevils,0,9,PA Patel,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
136,2010,Delhi,2010-05-16,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,wickets,1,Kings XI Punjab,0,2,RP Singh,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
137,2010,Kolkata,2010-05-12,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,bat,runs,0,Deccan Chargers,10,0,RP Singh,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
138,2010,Mohali,2010-04-13,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,bat,wickets,1,Delhi Daredevils,0,3,R Ashwin,"Eden Gardens, Kolkata",Umpire A,Umpire B
139,2010,Visakhapatnam,2010-04-12,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Chennai Super Kings,0,6,S Dhawan,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
140,2010,Jaipur,2010-05-14,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,runs,0,Delhi Daredevils,41,0,A Kumble,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
141,2010,Delhi,2010-04-20,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,0,9,SR Watson,"Eden Gardens, Kolkata",Umpire A,Umpire B
142,2010,Kolkata,2010-05-29,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,71,0,LH Ferguson,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
143,2010,Chennai,2010-05-30,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,wickets,0,Deccan Chargers,0,1,DA Warner,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
144,2010,Bangalore,2010-05-19,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,field,wickets,0,Deccan Chargers,0,5,A Mishra,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
145,2010,Kolkata,2010-05-21,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,wickets,1,Chennai Super Kings,0,6,PA Patel,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
146,2010,Jaipur,2010-04-13,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,16,0,SV Samson,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
147,2010,Kolkata,2010-05-25,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,bat,wickets,0,Rajasthan Royals,0,6,Harbhajan Singh,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
148,2010,Mohali,2010-04-19,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,wickets,0,Mumbai Indians,0,4,CH Gayle,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
149,2010,Hyderabad,2010-04-22,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,runs,0,Kolkata Knight Riders,34,0,DR Smith,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
150,2010,Ahmedabad,2010-04-14,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,wickets,1,Kolkata Knight Riders,0,9,A Mishra,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
151,2010,Visakhapatnam,2010-04-11,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,runs,0,Rajasthan Royals,66,0,DA Warner,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
152,2010,Mohali,2010-05-15,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,wickets,0,Kings XI Punjab,0,9,MJ McClenaghan,"Eden Gardens, Kolkata",Umpire A,Umpire B
153,2010,Mohali,2010-04-23,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,wickets,0,Delhi Daredevils,0,1,A Mishra,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
154,2010,Visakhapatnam,2010-05-14,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,wickets,0,Mumbai Indians,0,8,LH Ferguson,"Eden Gardens, Kolkata",Umpire A,Umpire B
155,2010,Hyderabad,2010-04-23,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,54,0,P Kumar,"Eden Gardens, Kolkata",Umpire A,Umpire B
156,2010,Hyderabad,2010-04-24,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,wickets,0,Delhi Daredevils,0,8,PA Patel,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
157,2010,Visakhapatnam,2010-04-19,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,runs,0,Deccan Chargers,32,0,AT Rayudu,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
158,2010,Chennai,2010-05-22,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,runs,0,Kings XI Punjab,36,0,B Kumar,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
159,2010,Pune,2010-04-16,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,field,runs,0,Kolkata Knight Riders,57,0,PP Chawla,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
160,2010,Mumbai,2010-04-30,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,bat,wickets,0,Deccan Chargers,0,4,DJ Bravo,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
161,2010,Visakhapatnam,2010-05-30,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Chennai Super Kings,0,3,SR Watson,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
162,2010,Indore,2010-04-27,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,runs,0,Royal Challengers Bangalore,8,0,B Kumar,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
163,2010,Kolkata,2010-04-10,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Mumbai Indians,0,7,HH Pandya,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
164,2010,Jaipur,2010-04-13,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,0,3,SS Iyer,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
165,2010,Indore,2010-04-29,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,bat,wickets,0,Delhi Daredevils,0,5,BB McCullum,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
166,2010,Kolkata,2010-05-17,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,runs,0,Rajasthan Royals,13,0,PP Chawla,"Eden Gardens, Kolkata",Umpire A,Umpire B
167,2010,Delhi,2010-05-17,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,runs,0,Chennai Super Kings,74,0,SP Narine,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
168,2010,Indore,2010-05-29,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Royal Challengers Bangalore,0,5,HH Pandya,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
169,2011,Visakhapatnam,2011-04-17,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,runs,0,Royal Challengers Bangalore,71,0,DJ Bravo,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
170,2011,Visakhapatnam,2011-04-28,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,wickets,0,Chennai Super Kings,0,2,R Ashwin,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
171,2011,Visakhapatnam,2011-04-24,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,bat,wickets,0,Kolkata Knight Riders,0,8,DW Steyn,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
172,2011,Mumbai,2011-04-11,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,wickets,0,Royal Challengers Bangalore,0,7,F du Plessis,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
173,2011,Kolkata,2011-05-21,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,runs,1,Deccan Chargers,53,0,SP Narine,"Eden Gardens, Kolkata",Umpire A,Umpire B
174,2011,Indore,2011-04-15,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,1,Rajasthan Royals,0,9,KS Williamson,"Eden Gardens, Kolkata",Umpire A,Umpire B
175,2011,Indore,2011-05-27,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,wickets,0,Rajasthan Royals,0,5,YS Chahal,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
176,2011,Indore,2011-04-17,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,runs,0,Royal Challengers Bangalore,15,0,SL Malinga,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
177,2011,Jaipur,2011-04-11,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,field,runs,0,Chennai Super Kings,6,0,JP Duminy,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
178,2011,Bangalore,2011-05-18,Deccan Chargers,Chennai Super Kings,Chennai Super Kings,field,runs,0,Deccan Chargers,19,0,SL Malinga,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
179,2011,Mohali,2011-05-23,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,wickets,0,Kolkata Knight Riders,0,7,P Kumar,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
180,2011,Mumbai,2011-05-23,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,runs,0,Rajasthan Royals,19,0,Rashid Khan,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
181,2011,Mohali,2011-04-11,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,runs,0,Kolkata Knight Riders,11,0,MS Dhoni,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
182,2011,Mumbai,2011-04-13,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,wickets,0,Mumbai Indians,0,6,F du Plessis,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
183,2011,Jaipur,2011-05-19,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,field,wickets,0,Delhi Daredevils,0,5,YS Chahal,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
184,2011,Hyderabad,2011-04-14,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,wickets,0,Royal Challengers Bangalore,0,6,DA Warner,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
185,2011,Jaipur,2011-05-18,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,runs,0,Kolkata Knight Riders,73,0,Rashid Khan,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
186,2011,Kolkata,2011-05-15,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,wickets,0,Delhi Daredevils,0,6,YS Chahal,"Eden Gardens, Kolkata",Umpire A,Umpire B
187,2011,Indore,2011-04-14,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,wickets,0,Mumbai Indians,0,7,JP Duminy,"Eden Gardens, Kolkata",Umpire A,Umpire B
188,2011,Hyderabad,2011-04-26,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,field,runs,0,Kolkata Knight Riders,69,0,V Kohli,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
189,2011,Bangalore,2011-05-21,Deccan Chargers,Mumbai Indians,Mumbai Indians,bat,wickets,0,Deccan Chargers,0,9,BB McCullum,"Eden Gardens, Kolkata",Umpire A,Umpire B
190,2011,Indore,2011-04-12,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,wickets,0,Mumbai Indians,0,4,MS Dhoni,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
191,2011,Hyderabad,2011-05-28,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,wickets,1,Rajasthan Royals,0,2,SP Narine,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
192,2011,Mumbai,2011-05-27,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,wickets,0,Chennai Super Kings,0,8,SK Raina,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
193,2011,Delhi,2011-04-28,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Mumbai Indians,0,7,SR Watson,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
194,2011,Pune,2011-04-13,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,wickets,0,Rajasthan Royals,0,2,KS Williamson,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
195,2011,Bangalore,2011-05-23,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,0,Chennai Super Kings,0,8,KS Williamson,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
196,2011,Pune,2011-04-22,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,runs,0,Rajasthan Royals,20,0,LH Ferguson,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
197,2011,Kolkata,2011-04-23,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,runs,0,Mumbai Indians,35,0,MS Dhoni,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
198,2011,Mumbai,2011-05-22,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,wickets,0,Mumbai Indians,0,6,HH Pandya,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
199,2011,Jaipur,2011-04-15,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,field,runs,0,Royal Challengers Bangalore,39,0,AM Rahane,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
200,2011,Ahmedabad,2011-04-24,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,0,Kolkata Knight Riders,32,0,MJ McClenaghan,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
201,2011,Mohali,2011-04-19,Deccan Chargers,Mumbai Indians,Mumbai Indians,field,wickets,0,Mumbai Indians,0,6,JJ Bumrah,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
202,2011,Ahmedabad,2011-05-22,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,bat,wickets,0,Delhi Daredevils,0,5,SV Samson,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
203,2011,Pune,2011-04-24,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,wickets,0,Rajasthan Royals,0,9,A Kumble,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
204,2011,Indore,2011-05-22,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,wickets,0,Chennai Super Kings,0,4,AM Rahane,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
205,2011,Ahmedabad,2011-04-13,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,wickets,0,Delhi Daredevils,0,6,LH Ferguson,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
206,2011,Mumbai,2011-05-17,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,wickets,0,Chennai Super Kings,0,7,AB de Villiers,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
207,2011,Mohali,2011-05-13,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,wickets,0,Delhi Daredevils,0,9,RG Sharma,"Eden Gardens, Kolkata",Umpire A,Umpire B
208,2011,Jaipur,2011-05-13,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,runs,0,Mumbai Indians,27,0,KS Williamson,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
209,2011,Mohali,2011-04-15,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,field,wickets,0,Delhi Daredevils,0,2,SP Narine,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
210,2011,Hyderabad,2011-04-15,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,wickets,0,Deccan Chargers,0,8,LH Ferguson,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
211,2011,Pune,2011-04-18,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,wickets,0,Royal Challengers Bangalore,0,7,F du Plessis,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
212,2011,Delhi,2011-05-26,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,runs,1,Deccan Chargers,59,0,DJ Bravo,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
213,2011,Kolkata,2011-05-29,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,runs,0,Kings XI Punjab,59,0,A Mishra,"Narendra Modi Stadium, Ahmedabad",Umpire A,Umpire B
214,2011,Visakhapatnam,2011-05-29,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,runs,0,Delhi Daredevils,48,0,M Vijay,"Eden Gardens, Kolkata",Umpire A,Umpire B
215,2011,Kolkata,2011-05-24,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,wickets,0,Rajasthan Royals,0,8,G Gambhir,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
216,2011,Indore,2011-05-25,Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,wickets,0,Kings XI Punjab,0,9,Harbhajan Singh,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
217,2011,Mumbai,2011-04-27,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,wickets,0,Delhi Daredevils,0,4,SS Iyer,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
218,2011,Visakhapatnam,2011-05-27,Delhi Daredevils,Deccan Chargers,Deccan Chargers,bat,runs,0,Delhi Daredevils,70,0,DA Warner,"Punjab Cricket Association Stadium, Mohali",Umpire A,Umpire B
219,2011,Jaipur,2011-04-16,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,runs,0,Rajasthan Royals,45,0,KL Rahul,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
220,2011,Ahmedabad,2011-05-29,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Kings XI Punjab,0,4,KS Williamson,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
221,2011,Kolkata,2011-04-18,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,wickets,0,Delhi Daredevils,0,9,SL Malinga,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
222,2011,Jaipur,2011-05-30,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,wickets,0,Kolkata Knight Riders,0,4,AM Rahane,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
223,2011,Jaipur,2011-04-12,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,wickets,0,Mumbai Indians,0,6,PA Patel,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
224,2011,Jaipur,2011-05-19,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,bat,runs,0,Kings XI Punjab,55,0,SS Iyer,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
225,2012,Chennai,2012-05-24,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,runs,0,Kolkata Knight Riders,59,0,SR Watson,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
226,2012,Indore,2012-05-12,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,wickets,0,Rajasthan Royals,0,5,DR Smith,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
227,2012,Mumbai,2012-05-12,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,runs,0,Kolkata Knight Riders,12,0,F du Plessis,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
228,2012,Pune,2012-05-12,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,wickets,0,Royal Challengers Bangalore,0,2,S Dhawan,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
229,2012,Hyderabad,2012-04-12,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,runs,0,Kings XI Punjab,39,0,S Dhawan,"Eden Gardens, Kolkata",Umpire A,Umpire B
230,2012,Ahmedabad,2012-05-16,Mumbai Indians,Deccan Chargers,Mumbai Indians,field,wickets,0,Deccan Chargers,0,3,A Mishra,"Rajiv Gandhi International Stadium, Hyderabad",Umpire A,Umpire B
231,2012,Bangalore,2012-04-17,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,field,wickets,0,Delhi Daredevils,0,6,SS Iyer,"Eden Gardens, Kolkata",Umpire A,Umpire B
232,2012,Pune,2012-05-30,Deccan Chargers,Rajasthan Royals,Deccan Chargers,field,wickets,0,Deccan Chargers,0,9,RV Uthappa,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
233,2012,Mumbai,2012-05-14,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,bat,wickets,0,Royal Challengers Bangalore,0,2,DR Smith,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
234,2012,Delhi,2012-04-11,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,runs,0,Rajasthan Royals,9,0,F du Plessis,"Wankhede Stadium, Mumbai",Umpire A,Umpire B
235,2012,Visakhapatnam,2012-04-18,Rajasthan Royals,Deccan Chargers,Deccan Chargers,field,wickets,0,Deccan Chargers,0,2,MJ McClenaghan,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Umpire A,Umpire B
236,2012,Pune,2012-04-11,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,runs,0,Deccan Chargers,9,0,JJ Bumrah,"Feroz Shah Kotla, Delhi",Umpire A,Umpire B
237,2012,Mumbai,2012-04-10,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,wickets,0,Mumbai Indians,0,3,RP Singh,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
238,2012,Mumbai,2012-05-18,Kings XI Punjab,Deccan Chargers,Deccan Chargers,bat,runs,0,Deccan Chargers,35,0,Q de Kock,"M. A. Chidambaram Stadium, Chennai",Umpire A,Umpire B
239,2012,Ahmedabad,2012-05-15,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,wickets,0,Kings XI Punjab,0,1,SR Watson,"Sawai Mansingh Stadium, Jaipur",Umpire A,Umpire B
240,2012,Mumbai,2012-05-22,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,runs,0,Chennai Super Kings,2,0,PP Chawla,"M. Chinnaswamy Stadium, Bangalore",Umpire A,Umpire B
